,page,nick,area,ip,time,content,agree,usertype
713,79,ssssss温温,陕西西安,222.41.155.43,2018-08-08 13:58:26,星巴克：？？？,0,wb
714,79,-陳植樹,福建龙岩,110.84.244.245,2018-08-08 13:57:06,我们该准备口语了,0,wb
715,79,Lee-lay,湖北武汉,59.174.88.3,2018-08-08 13:56:54,不是每个人都是这样的,0,wb
716,79,Deep_crazy,天津,60.26.165.73,2018-08-08 13:56:07,一天到晚辛辛苦苦工作赚钱还是买不起房，现在就连喝杯咖啡用个手机都有错了，最可怕的还要求我们这群败家子勒紧裤腰带生孩子把悲惨生活传给下一代，真棒,20,wb
717,79,用户6017373820,云南临沧,39.128.137.211,2018-08-08 13:55:43,为何不说中国让年轻人为房贷车贷压弯了腰？,0,wap
718,79,GraceYou_,湖北襄阳,27.27.13.197,2018-08-08 13:51:58,不买房不生孩子😂,1,wb
719,79,发条子_Min,江苏连云港,218.92.74.230,2018-08-08 13:51:58,买个手机就经济衰退了。。他怎么不说房子[吐],2,wb
720,80,傲娇康康CON,江苏无锡,49.66.19.177,2018-08-08 13:51:53,我有钱 但是房子太贵了 还房贷累死了，我还是自由自在比较好[思考],0,wb
721,80,基本上就是这样,福建福州,218.85.67.250,2018-08-08 13:51:45,喝一年星爸爸也顶不上你们中老年随手买套房[吃瓜],1,wb
722,80,周爆,湖北武汉,27.18.167.24,2018-08-08 13:51:45,不准消费。等我贬值,0,wb
723,80,红豆有麻麻,湖北武汉,121.60.32.246,2018-08-08 13:51:33,我努努力可以换手机喝咖啡，可是努力到死，可能都攒不够首付,2,wb
724,80,ID而已别太在意,英国英格兰,90.205.94.26,2018-08-08 13:50:44,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈今日沙雕标题,0,wb
725,80,woodside_g,内蒙古包头,1.25.49.158,2018-08-08 13:49:58,@JoJo好学生 [doge][doge][doge]yuebaobao,0,wb
726,80,币升客,广东广州,59.41.23.234,2018-08-08 13:49:52,这届年轻人不行啊，居然不买房，这一口大锅从天上来[doge][doge][doge][doge],0,wb
727,80,你有智障般的魅力啊,江西宜春,39.178.90.150,2018-08-08 13:49:26,哈哈哈哈哈。,0,wb
728,80,比特币凯撒,福建福州,140.243.239.143,2018-08-08 13:48:07,锅从天上来[费解][费解][费解],0,wb
729,80,如果说stronger,山东菏泽,27.206.177.211,2018-08-08 13:47:57,[doge]说的这些什么智能手机、大牌衣服、星巴克都特么值钱么？这都是最基础、最正常的消费好么？最能拖住年轻人的是什么心里没点数么？是房子，是房贷！！[吃瓜],0,wb
730,82,Y87aoPZH_xiamen站,四川成都,171.223.43.133,2018-08-08 13:46:00,别说别说[悲伤],0,wb
731,82,rou一下,广西南宁,171.111.122.55,2018-08-08 13:45:40,他可是毒药啊,0,wb
732,82,euphoria91jk,江苏南京,122.96.41.49,2018-08-08 13:45:40,韭菜被劣质肥料弄死了，韭菜有错[微笑]理他干嘛。,0,wb
733,82,流年笑掷_未来可期,山东,223.104.190.42,2018-08-08 13:45:36,明白了，我这就去死[二哈][二哈][二哈],0,wb
734,82,怒斥氪星记者,四川成都,222.53.251.125,2018-08-08 13:45:33,@阿P的夏天  评论太正能量太和谐了,0,wb
735,82,一咬千仞花-,湖北武汉,171.113.220.154,2018-08-08 13:45:30,呜呜呜，每多一个人购买iPhone，我国负债率就会上涨百分之0.001,0,wb
736,82,sakuradrop圆脸兔兔,四川绵阳,125.67.136.253,2018-08-08 13:45:19,房贷不是最大的借贷吗[笑而不语],0,wb
737,82,Escapee小迷糊,北京,61.50.108.242,2018-08-08 13:45:17,规则出问题的时候 就不要问为什么不按套路答题,0,wb
738,82,本人李狗蛋,北京,36.110.115.35,2018-08-08 13:45:07,哈哈哈哈哈哈哈哈,1,wb
739,82,_馒头大人,湖南,43.250.201.11,2018-08-08 13:44:43,各大媒体：好难啊，现在发这种文章要被韭菜们骂，不发更要被骂,0,wb
740,83,ivis--a孞,湖北武汉,113.57.247.226,2018-08-08 13:44:42,我是中年人。。。,0,wb
741,83,幼儿园大宝贝儿,天津,60.24.130.247,2018-08-08 13:44:41,一路走好,0,wb
742,83,mighty要让10万人又瘦又好看,北京,114.242.173.98,2018-08-08 13:44:34,这个锅背的实诚,0,wb
743,83,洋芋凤凤,黑龙江齐齐哈尔,42.102.247.21,2018-08-08 13:44:33,财经频道就出这种水平的文章，天天一帮专家在那都研究的如何甩锅？真是甩的天衣无缝，牛叉的很。,0,wb
744,83,什么时候能好好学习当个学霸,上海,223.104.212.14,2018-08-08 13:44:04,然后年轻人开始存钱，你又说不消费导致危机是吗？,0,wb
745,83,你也喜欢喝可乐呀,天津,117.136.54.29,2018-08-08 13:43:51,怎么就能做到不管咋样都是年轻人的错呢[费解][费解]前两年说年轻人就知道苦哈哈攒钱，现在说年轻人就知道借贷[费解][费解]年轻人是不该活着还是咋的,0,wb
746,83,十月十日de春天,北京,223.71.249.186,2018-08-08 13:43:44,确定不是国家带着年轻人走向危机么，向这个宣战，向那个宣战的，死的都是老百姓,1,wb
747,83,第三适任者碇真嗣,四川成都,110.185.172.147,2018-08-08 13:43:32,编辑家里司马了嘛？能写出这种文章？[呵呵],0,pc
748,83,冰川_小龙,北京,124.64.16.50,2018-08-08 13:43:21,哈哈哈，房贷也别贷了吧，别买了,0,wb
749,83,唐椰子,湖南湘潭,113.245.18.113,2018-08-08 13:43:20,去死吧,0,wb
750,84,曾猴儿,江苏南京,121.225.24.100,2018-08-08 13:43:02,你喝茶试试 真的喝不起,0,wb
751,84,不嗑CP会死6527405107,浙江杭州,58.100.37.70,2018-08-08 13:42:34,安心攒钱买房不也是巨额债务吗？反正都要负债，多点少点有区别吗？,0,wb
752,84,笑兮若梦,湖南衡阳,110.53.93.62,2018-08-08 13:42:34,呵呵，这是好处自己用，锅给我们背？,0,wb
753,84,宁愿凉薄,山东潍坊,111.15.36.142,2018-08-08 13:42:31,@灰葵  看评论[嘻嘻],0,wb
754,84,1899的纹身,四川成都,171.210.204.159,2018-08-08 13:42:16,当韭菜就要有当韭菜的本分，好好生长让国家收割,1,wb
755,84,猿先生丶,广东广州,14.16.93.114,2018-08-08 13:41:35,最大最多的贷款不是房子和车子吗？其他东西几十几百几千几万要贷款！？真睿智,0,wb
756,84,清辉照裳,北京,111.196.66.172,2018-08-08 13:41:29,我们小时候听的还是中国老太太攒钱买房美国老太太贷款买房的故事，从那时才知道借贷消费。,6,wb
757,84,游走的鱼爱快乐,北京,43.246.231.197,2018-08-08 13:41:29,难道借的人都不还钱不付利息？锅不好乱甩的！,0,wb
758,84,狂奔兔ivy,河北石家庄,175.188.162.152,2018-08-08 13:41:07,挺你,0,wb
759,84,这昵称可以吧,浙江金华,125.117.13.7,2018-08-08 13:40:42,这是要我们背锅啊@吾娇18,1,wb
760,85,南方再也不来,浙江,112.17.239.143,2018-08-08 13:40:36,那你是说，当初我妈没钱做手术，我还“可耻”的去贷了款，尽管我没有逾期都还清了，可是我当初还是不应该救我妈？？？[费解],0,wb
761,85,独行君子_,江苏南京,122.97.178.112,2018-08-08 13:40:09,三线城市，一平就上万的房子，合理吗？房子的事情却不提，怪那些生活的东西。自己本身就有太多不足，还甩锅年轻人。贷款自己既然能借那就要能还！还不了的就该怎么来就怎么来。也要把控好借贷平台吧[摊手],0,wb
762,85,如輕風徜徉,河南郑州,223.88.45.8,2018-08-08 13:39:05,买房？？[费解][费解],0,wb
763,85,Azzurri,北京,223.104.3.207,2018-08-08 13:38:52,星巴克先动手的！,0,wb
764,85,Qwling,广东汕头,59.35.84.206,2018-08-08 13:38:26,哐啷一口锅,0,wb
765,85,核弹元首黄仁勋,广西柳州,113.13.73.236,2018-08-08 13:38:12,诶 有些人是真看不到有一套自己的房子的希望哇。。房价高到不吃不喝都买不起 那还不如活开心点咯,0,wb
766,85,兄弟一斤理想要多少钱,新加坡,111.65.39.193,2018-08-08 13:37:50,吃你家饭了？,1,wb
767,85,要炸不要胡,山东青岛,112.6.124.184,2018-08-08 13:37:49,就是买不起房子我还不能买杯星爸爸了,1,wb
768,85,滚筒005号,四川成都,118.114.104.166,2018-08-08 13:37:46,有事吗，那作者有想过年轻人为什么要通过风险极高的途径去借贷吗？,0,wb
769,85,老啰啰嘣木哏,山东济南,111.14.189.191,2018-08-08 13:37:45,车祸不轻看来[偷笑],0,wb
770,86,让我安静地当个土豆,江西鹰潭,117.164.150.96,2018-08-08 13:37:09,钱都在p2p里呢！,0,wb
771,86,belord吳先生,广东揭阳,113.101.38.39,2018-08-08 13:37:00,贷款买房就是最大债务！[吃瓜],2,wb
772,86,全都是坂田银时臣的错,广东深圳,121.15.180.147,2018-08-08 13:36:28,90后最强背锅侠,0,wb
773,86,晴个个s,河北沧州,124.238.1.203,2018-08-08 13:36:17,小心[doge],0,wb
774,86,金金金金克丝呀,贵州遵义,106.32.235.255,2018-08-08 13:36:17,说的好像不买手机衣服包包就能买得起房似的,0,wb
775,86,季康chen,湖北襄阳,117.152.41.82,2018-08-08 13:36:10,@嘉惜西  ？？？？？,1,wb
776,86,鸡腿大婶,浙江宁波,39.187.104.153,2018-08-08 13:35:40,买不起房是拖了国家的后腿，买不起最新版的智能手机、穿不起大牌衣服、不爱在星巴克自拍是拖了年轻人的后腿。打扰了[米奇大哭],2,wb
777,86,我家有个帅叔叔,吉林松原,111.27.146.83,2018-08-08 13:35:39,突然清醒[笑而不语],0,wb
778,86,不规则沙沙,广东佛山,14.223.176.134,2018-08-08 13:35:24,对比起房贷，其他的也叫庞大债务？,2,wb
779,86,糖水黄桃小姐吃土中,重庆,223.104.250.178,2018-08-08 13:35:24,年轻人最高额的消费贷款不就是买房么？,1,wb
780,87,草草石,江苏南京,117.136.45.102,2018-08-08 13:35:23,我家除了房贷以为没有任何债务,2,wb
781,87,偏执狂沉迷吃鸡,江苏南京,36.149.1.13,2018-08-08 13:35:23,你知道我爸得知我使用花呗时那个沉重的语气吗？就好像农村父亲第一次知道儿子贷款买房的那种复杂感受。,0,wb
782,87,玄清子l,天津,218.69.74.97,2018-08-08 13:35:21,あなたが死んだ祖母はムスリンに転がっながら輪姦した[憧憬],0,wb
783,87,后青春期的诗-May,河南开封,61.158.149.11,2018-08-08 13:34:41,这锅我们可不背，不买房吃喝玩乐难道不更好，生不带来死不带去的快乐多重要,1,wb
784,87,加菲愛吃小鱼鱼,浙江嘉兴,122.238.65.120,2018-08-08 13:33:28,小县城，工资3600，房价18000[拜拜],2,wb
785,87,善见城_老杨,上海,116.230.223.253,2018-08-08 13:33:17,哈哈哈哈哈,0,wb
786,87,神無二十三日月,日本,126.247.7.9,2018-08-08 13:33:14,真是对不起了。当年大学校招被某保险公司说，“在座的各位，努力工作的话也能像我们的销售第一名那样，每月赚三千元”。听罢，怒发冲冠，克服重重困难出了国，才好过上了体面的生活。,2,wb
787,87,killjapan1945815,香港,124.217.189.22,2018-08-08 13:31:48,至少我是看不起。一瓶可乐5块，你花20块买，然后拿着那瓶可乐自拍发朋友圈,0,wb
788,87,九十八__,香港,124.244.209.7,2018-08-08 13:31:07,这种言论实在是令人心寒,0,wb
789,87,fjsnvjakxnalxhdknfkaj,山东青岛,39.88.163.148,2018-08-08 13:31:05,我都八十了，干嘛啊,0,wb
790,88,rommel1891,北京海淀,223.20.44.159,2018-08-08 13:30:56,千玺一代谁挣钱了[允悲][允悲][允悲],0,wb
791,88,一对儿小甜梨,北京,219.141.236.157,2018-08-08 13:30:55,怀疑关注错人,0,wb
792,88,刀疤curtis,四川成都,117.136.64.93,2018-08-08 13:30:48,哈哈哈,0,wb
793,88,Oct3th,河南郑州,115.60.182.57,2018-08-08 13:30:07,拉动经济的重要力量,0,wb
794,88,____阿犇,广东深圳,119.123.127.89,2018-08-08 13:29:48,对不起，我不该贷款买房，应该赚钱租房,0,wb
795,88,Peanut-ding,河北秦皇岛,120.6.229.55,2018-08-08 13:29:43,哈哈,0,wb
796,88,玄清子l,天津,218.69.74.97,2018-08-08 13:29:19,祝您“儿孙满堂”[爱你],0,wb
797,88,一枚樱桃子呀,湖南长沙,119.39.248.6,2018-08-08 13:29:14,房子很诱人 贷款利息也很可怕,0,wb
798,88,别吵醒了记忆_,湖南常德,113.221.82.163,2018-08-08 13:28:46,谁发的文章？可以辞职了。,0,wb
799,88,当此风雨正归程_up_up,陕西西安,113.200.106.202,2018-08-08 13:28:33,难道要为国接盘,0,wb
800,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:27:28,啊？,0,wb
801,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:26:20,来啊,0,wb
802,89,年华痴妄,江苏南京,49.90.90.214,2018-08-08 13:25:43,年纪轻轻，杜绝生活感受，要好好奋斗的咧[doge],0,wb
803,89,不会游泳的小鸦子,浙江,223.104.247.142,2018-08-08 13:25:30,每一代都会被这样说一通,0,wb
804,89,_Nnnnormal,江苏南京,180.102.117.241,2018-08-08 13:24:26,星巴克买个咖啡没啥好拍照的吧 不是应该就是很日常的事情嘛,1,wb
805,89,sominc,辽宁沈阳,124.92.152.115,2018-08-08 13:23:11,我感觉什么不好都要算在年轻一代的头上,0,wb
806,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:23:04,怕是你连个星巴克也买不起吧,0,wb
807,89,希望的梦花开,河南开封,61.158.146.231,2018-08-08 13:22:32,人在锅中坐，锅从锅中来。,0,wb
808,89,Karen-Chang張小胖,四川成都,101.206.170.10,2018-08-08 13:22:28,只要不买房，就可以天天晒自拍旅游喝星巴克了，多好啊！[太开心],0,wb
809,89,daiki-daiki,广东广州,112.96.193.132,2018-08-08 13:22:25,世界上最好笑的新闻,0,wb
810,90,东南亚海外代购,菲律宾西米沙鄢,210.5.86.62,2018-08-08 13:22:02,这锅我不背,0,pc
811,90,Aaronsoo,湖北武汉,115.190.112.43,2018-08-08 13:21:00,恶心至极,0,wb
812,90,哔叔叔,广东广州,118.196.6.66,2018-08-08 13:21:00,[哆啦A梦汗]正常这些小借贷不就一万左右嘛？正常家庭都能拿出来还啊。,0,wb
813,90,appendix_log,上海,116.226.168.28,2018-08-08 13:20:21,00后加油啦，未来是你们的！,0,wb
814,90,冯Keira,新疆昌吉回族自治州,218.31.56.46,2018-08-08 13:19:35,好的知道了,0,wb
815,90,魔幻迟娜,天津,202.99.89.217,2018-08-08 13:17:46,我给你的国做资本积累 你的国给了我什么？,0,wb
816,90,鹿和树-y,贵州贵阳,221.13.1.32,2018-08-08 13:17:13,服气[跪了][跪了],0,wb
817,90,诗美鑫罗,北京,106.121.74.102,2018-08-08 13:17:13,为当下年轻人的生活态度点赞，拒绝担当韭菜，不做接盘侠，[围观],2,wb
818,90,TheForerunner,加拿大,216.197.253.159,2018-08-08 13:17:07,不好意思 海外买了 300W 5英亩 孩子也外面 和你绝缘,0,wb
819,90,SubarcticMonsoon,福建厦门,112.5.204.130,2018-08-08 13:16:55,甩得一手好锅。下一步就是潜逃国外惹,0,wb
820,92,远山叉叉_,湖北荆州,27.20.165.77,2018-08-08 13:14:53,年轻人都带领国家走向危机了，还让年轻人生更年轻的？怕死的不够快吗？[作揖],0,wb
821,92,邓肯沃波尔-孤儿好难打,北京,118.26.73.233,2018-08-08 13:14:53,暗示信用卡还不上,0,wb
822,92,秋叶46964,四川成都,117.136.62.91,2018-08-08 13:14:49,当年喷子们也是这么说8090后,0,wb
823,92,佐洱東,北京海淀,121.69.129.74,2018-08-08 13:14:26,即不生孩子，又不买房，不符合国家的利益[吃瓜],0,wb
824,92,大喘大川,广西南宁,121.31.251.232,2018-08-08 13:14:20,不仅漂亮的把锅扣到了现代年轻人身上，连星巴克咖啡 智能手机  大牌衣服都将领到一口锅[費解][費解][費解]不,0,wb
825,92,海神每小时摇他的丧钟,河南郑州,106.34.15.72,2018-08-08 13:14:19,@记仇女孩  @萨福的岛  怪我吗[疑问],0,wb
826,92,家里蹲咸鱼姬,上海,116.231.249.165,2018-08-08 13:14:01,哈哈哈笑死我了。新浪财经说的好像喝星巴克咖啡买智能手机需要借钱去买一样。  买房子才是真的借贷生活好吗！！！,10,wb
827,92,猴儿出没,陕西渭南,123.139.226.218,2018-08-08 13:13:59,我把国家咋了给我扣这么大个锅,0,wb
828,92,小金Ivan,北京,114.242.249.80,2018-08-08 13:13:49,买房债务不庞大？,0,wb
829,92,Yuriya_平千岁,江西宜春,39.169.174.165,2018-08-08 13:13:35,万万没想到我买个智能手机还带领国家走向危机了,0,wb
830,93,天籁cat,北京,61.49.113.2,2018-08-08 13:13:19,九零后背锅滴干活,0,wb
831,93,木木夕mimo,四川成都,101.206.168.163,2018-08-08 13:13:12,我买不起房子我还不能喝杯咖啡喝个奶茶买个手机吗？！！,1,wb
832,93,逆输入,四川成都,117.136.70.46,2018-08-08 13:13:10,有钱就买房没钱就不买房 钱拿来提高生活品质 照样可以过的快乐啊,0,wb
833,93,霸道总裁爱上喵,浙江金华,125.113.118.234,2018-08-08 13:13:02,自己打不赢外交战，搞不好国内经济，现在是看我们不顺眼了，是这个意思吗？,0,wb
834,93,wuyulinbi,河北,36.98.149.185,2018-08-08 13:12:59,[并不简单][并不简单]小编是不是想住新房了[二哈][二哈],0,wb
835,93,老天请让我长成桐谷美玲,湖北武汉,117.136.53.24,2018-08-08 13:12:48,我觉得应该举报此条微博,0,wb
836,93,络灯,辽宁沈阳,182.200.5.235,2018-08-08 13:12:47,结尾的问号应该是用来保命的[二哈],0,wb
837,93,怪咖女和怪叔叔,辽宁沈阳,42.249.46.186,2018-08-08 13:12:39,他的意思是买个智能手机看这条微博都多余,0,wb
838,93,海港有蓝鲸,江苏宿迁,223.104.147.246,2018-08-08 13:12:35,笑死了。睁眼看看周围再说话。,0,wb
839,93,朱火乐其土,广东广州,117.136.40.167,2018-08-08 13:12:35,怪年轻人？哈哈哈哈哈哈，这种献媚也真是好笑了，大家都不要消费了，大家都买房，撑起国家经济吧[微笑],0,wb
840,94,峨眉佳人周芷若,四川成都,117.136.64.75,2018-08-08 13:12:34,房漏怪瓦格子稀,0,wb
841,94,一只智障进50,北京,123.126.42.171,2018-08-08 13:10:57,怪我咯,0,wb
842,94,瞿叔叔大胡子,江苏苏州,180.97.201.4,2018-08-08 13:10:48,本宝宝不要背锅啊[笑cry][二哈],0,wb
843,94,黄13BB,重庆,61.186.131.106,2018-08-08 13:10:38,我不喝咖啡也不换手机也不欠债。我就是不买房。,2,wb
844,94,桶薯,陕西西安,113.200.107.105,2018-08-08 13:10:30,年纪轻轻的，不赶紧生二胎，还想喝咖啡玩儿手机,11,wb
845,94,乐乐达APPLE全系列总代理,四川成都,117.136.70.45,2018-08-08 13:10:29,换个苹果X 更现实一点！,0,wb
