,page,nick,area,ip,time,content,agree,rank,usertype
808,89,Karen-Chang張小胖,四川成都,101.206.170.10,2018-08-08 13:22:28,只要不买房，就可以天天晒自拍旅游喝星巴克了，多好啊！[太开心],0,0,wb
809,89,daiki-daiki,广东广州,112.96.193.132,2018-08-08 13:22:25,世界上最好笑的新闻,0,0,wb
810,90,东南亚海外代购,菲律宾西米沙鄢,210.5.86.62,2018-08-08 13:22:02,这锅我不背,0,0,pc
811,90,Aaronsoo,湖北武汉,115.190.112.43,2018-08-08 13:21:00,恶心至极,0,0,wb
812,90,哔叔叔,广东广州,118.196.6.66,2018-08-08 13:21:00,[哆啦A梦汗]正常这些小借贷不就一万左右嘛？正常家庭都能拿出来还啊。,0,0,wb
813,90,appendix_log,上海,116.226.168.28,2018-08-08 13:20:21,00后加油啦，未来是你们的！,0,0,wb
814,90,冯Keira,新疆昌吉回族自治州,218.31.56.46,2018-08-08 13:19:35,好的知道了,0,0,wb
815,90,魔幻迟娜,天津,202.99.89.217,2018-08-08 13:17:46,我给你的国做资本积累 你的国给了我什么？,0,0,wb
816,90,鹿和树-y,贵州贵阳,221.13.1.32,2018-08-08 13:17:13,服气[跪了][跪了],0,0,wb
817,90,诗美鑫罗,北京,106.121.74.102,2018-08-08 13:17:13,为当下年轻人的生活态度点赞，拒绝担当韭菜，不做接盘侠，[围观],2,2,wb
818,90,TheForerunner,加拿大,216.197.253.159,2018-08-08 13:17:07,不好意思 海外买了 300W 5英亩 孩子也外面 和你绝缘,0,0,wb
819,90,SubarcticMonsoon,福建厦门,112.5.204.130,2018-08-08 13:16:55,甩得一手好锅。下一步就是潜逃国外惹,0,0,wb
820,91,和风栀子,上海,117.136.8.67,2018-08-08 13:16:42,这一切都是谁造成的呢？,0,0,wb
821,91,古方山男,浙江杭州,112.10.0.208,2018-08-08 13:16:07,我想知道这是谁写的,0,0,wb
822,91,Yayoy_,四川成都,101.206.167.153,2018-08-08 13:15:59,想骂一骂，忍了，年轻人的锅,0,0,wb
823,91,Meredith_13_,湖北武汉,117.151.29.198,2018-08-08 13:15:50,让你赚钱，生孩子，养孩子[挖鼻],0,0,wb
824,91,看着噗噗发呆,上海,112.64.68.137,2018-08-08 13:15:35,混蛋文章，滚！！！,0,0,wb
825,91,一只羊不想吃草,香港,147.8.239.145,2018-08-08 13:15:32,贷款买房可不是债台高筑吗，所以这是要大家全款买房[猪头],2,2,wb
826,91,路人来过,广东深圳,27.38.242.66,2018-08-08 13:15:31,哈哈哈,0,0,wb
827,91,Da_Jinger,广东深圳,183.14.132.120,2018-08-08 13:15:20,有毒这篇文章,1,50,wb
828,91,北京方庄纪业,北京,223.104.3.177,2018-08-08 13:15:02,在星巴克谈大项目，在微博上泄愤，在游戏中开挂,0,0,wb
829,91,犀利菌,辽宁,223.104.175.127,2018-08-08 13:15:00,90年代初日本的民间借贷是年利率18，有心的可以算算现在的花呗和白条的日万五万四是多少,0,0,wb
830,92,远山叉叉_,湖北荆州,27.20.165.77,2018-08-08 13:14:53,年轻人都带领国家走向危机了，还让年轻人生更年轻的？怕死的不够快吗？[作揖],0,0,wb
831,92,邓肯沃波尔-孤儿好难打,北京,118.26.73.233,2018-08-08 13:14:53,暗示信用卡还不上,0,0,wb
832,92,秋叶46964,四川成都,117.136.62.91,2018-08-08 13:14:49,当年喷子们也是这么说8090后,0,0,wb
833,92,佐洱東,北京海淀,121.69.129.74,2018-08-08 13:14:26,即不生孩子，又不买房，不符合国家的利益[吃瓜],0,0,wb
834,92,大喘大川,广西南宁,121.31.251.232,2018-08-08 13:14:20,不仅漂亮的把锅扣到了现代年轻人身上，连星巴克咖啡 智能手机  大牌衣服都将领到一口锅[費解][費解][費解]不,0,0,wb
835,92,海神每小时摇他的丧钟,河南郑州,106.34.15.72,2018-08-08 13:14:19,@记仇女孩  @萨福的岛  怪我吗[疑问],0,0,wb
836,92,家里蹲咸鱼姬,上海,116.231.249.165,2018-08-08 13:14:01,哈哈哈笑死我了。新浪财经说的好像喝星巴克咖啡买智能手机需要借钱去买一样。  买房子才是真的借贷生活好吗！！！,10,10,wb
837,92,猴儿出没,陕西渭南,123.139.226.218,2018-08-08 13:13:59,我把国家咋了给我扣这么大个锅,0,0,wb
838,92,小金Ivan,北京,114.242.249.80,2018-08-08 13:13:49,买房债务不庞大？,0,0,wb
839,92,Yuriya_平千岁,江西宜春,39.169.174.165,2018-08-08 13:13:35,万万没想到我买个智能手机还带领国家走向危机了,0,0,wb
840,97,庚午明镜,吉林,119.49.76.23,2018-08-08 12:56:29,所以我选择不生。,0,0,wb
841,97,木子木木霏霏飞,湖南株洲,113.222.233.82,2018-08-08 12:55:11,没有房系列,0,0,wb
842,97,大肉肉同志,四川成都,119.6.100.172,2018-08-08 12:54:43,别把地方债问题甩给年轻人谢谢，,2,2,wb
843,97,我听你声音的时候最爱你,湖北武汉,117.136.53.6,2018-08-08 12:53:45,？？？？开始笑吗,1,1,wb
844,97,AsuK4,北京,61.148.194.26,2018-08-08 12:53:36,俄羅斯衛星網報導的，不了解實情憑空想像的新聞。,0,0,wb
845,97,和大家一起微笑,吉林长春,123.173.57.233,2018-08-08 12:53:09,这个锅好大,1,1,wb
846,97,wakalalala-,四川成都,171.214.149.74,2018-08-08 12:52:47,？？？？？？？？？[摊手][摊手][摊手][摊手][摊手],0,0,wb
847,97,发财呜,浙江杭州,115.193.185.52,2018-08-08 12:52:31,反正未来生育率肯定会掉,2,2,wb
848,97,还能吃得下,福建福州,117.27.245.161,2018-08-08 12:52:30,否认三连,0,0,wb
849,97,我们得到了宣战理由,北京,210.12.222.208,2018-08-08 12:51:23,俄罗斯卫星通讯社的文章，不要在意。。。[二哈],0,0,wb
850,98,Rollin4,重庆,183.67.60.42,2018-08-08 12:51:11,星巴克就是高档咖啡了[费解],3,3,wb
851,98,香葱草,浙江杭州,36.23.113.195,2018-08-08 12:50:59,无耻,0,0,wb
852,98,天南_夫人,北京,114.242.248.91,2018-08-08 12:50:56,？？？？,0,0,wb
853,98,衔刀过街的猫,广东深圳,119.139.199.90,2018-08-08 12:50:46,[失望][失望][失望]很惭愧,0,0,wb
854,98,绿光瓶里的蟋蟀,江苏南通,223.104.146.90,2018-08-08 12:49:56,太可笑了,2,2,wb
855,98,永无惘,河南三门峡,42.230.91.231,2018-08-08 12:49:55,滚,0,0,wb
856,98,kevin的世界之举,江苏苏州,117.136.67.78,2018-08-08 12:49:52,80后天下第一,0,0,wb
857,98,彼方方方方,浙江,223.104.247.127,2018-08-08 12:48:57,家庭债务的锅让年轻人消费背咯也是6,0,0,wb
858,98,车厘三口,香港,202.68.200.156,2018-08-08 12:47:53,我们真的太几把惨了吧,0,0,wb
859,98,蛋蛋是萌神,河南平顶山,123.55.50.32,2018-08-08 12:47:48,@SUPER黄慧峰 这锅 吧唧一声就扣身上了 还没处说理,0,0,wb
860,99,西篱把酒,内蒙古呼和浩特,1.28.59.95,2018-08-08 12:47:42,美国老太太的故事才流传完几年啊[doge],1,1,wb
861,99,范飞姬,上海,122.144.142.162,2018-08-08 12:47:35,美国的次贷里面大多是房贷，哈哈哈,0,0,wb
862,99,易耳塞,湖北武汉,117.136.53.44,2018-08-08 12:47:27,我们90后真惨，什么锅都让我们背,8,8,wb
863,99,Jeep的情怀,湖北黄冈,111.179.145.169,2018-08-08 12:47:24,就我手里带过的那么多届毕业生来说，这几年毕业的干工作真的非常棒，有思想有目标，肯吃苦。这种言论笑笑就好,0,0,wb
864,99,大仙儿XXOO,辽宁大连,42.84.6.68,2018-08-08 12:47:21,唉，每一代年轻人都在老人的嘴里带领着国家走向危机，好像他们都没年轻过一样。,0,0,wb
865,99,大_門_,北京,223.72.47.59,2018-08-08 12:47:19,太阳底下无新事，哪一代人刚上来都是麻烦。长远看，任何政策从来不会有显著的好结果。,0,0,wb
866,99,万用纸板,北京东城,121.71.3.69,2018-08-08 12:46:45,谁积累起来的债务？,1,1,wb
867,99,Louis赖999,四川成都,139.207.58.95,2018-08-08 12:46:38,劳资还躺在床上的，锅就摔下来了，逼急了我劳资摔王炸,0,0,wb
868,99,佛系白居少女,江苏淮安,223.104.147.215,2018-08-08 12:46:38,这个锅我们不背,0,0,wb
869,99,天天_cathy,上海,61.129.185.110,2018-08-08 12:46:27,模范韭菜：全款买房、两口生仨、熊市挺身而出为国解盘全、职上班还能兼顾带娃、自费养崽➕父母、娃百毒不侵过期疫苗山寨奶粉都不伤血，一辈子按时交社保到老了还高风亮节抱团养老放弃退休金,0,0,wb
870,100,Welfan,贵州贵阳,58.16.0.133,2018-08-08 12:46:06,@有道云笔记收藏 失效了？,0,0,wb
871,100,穆子猫,上海黄浦,49.221.222.142,2018-08-08 12:46:02,不如先把花呗和白条干掉呀,0,0,wb
872,100,Gyyyuu,上海,112.64.68.183,2018-08-08 12:46:01,新浪财经还是牛逼，那些国家官方报纸都不敢这么写，新浪财经信手拈来,5,5,wb
873,100,carbon_1206,湖南,117.136.88.71,2018-08-08 12:45:46,所以这是俄罗斯新闻[费解],0,0,wb
874,100,一朵傻云zzZZ,陕西西安,113.140.11.124,2018-08-08 12:45:44,有钱不生孩子不买房子把某些人惹急了,42,44,wb
875,100,林丰熠,江西南昌,118.212.201.218,2018-08-08 12:45:37,哈哈哈哈哈哈哈哈,0,0,wb
876,100,fxiao-_,山东淄博,218.201.121.99,2018-08-08 12:45:19,“你们应该把钱攒着买房 吃馒头咸菜就行了要啥业余活动”,135,139,wb
877,100,科蜜紫凝lizzy,江苏苏州,117.136.68.176,2018-08-08 12:45:15,人在家中坐，锅从天上来,0,0,wb
878,100,lllllliiii2018,四川成都,117.172.27.129,2018-08-08 12:45:12,一💉见血,0,0,wb
879,100,carbon_1206,湖南,117.136.88.71,2018-08-08 12:45:10,所以到底是谁写的新闻[笑cry]英国人还是俄罗斯人[允悲],0,0,wb
880,102,Zoeeeeeeesee,湖北武汉,113.57.250.107,2018-08-08 12:43:28,都是我们的锅,0,0,wb
881,102,劈叉小王几,四川成都,182.138.210.87,2018-08-08 12:43:20,各位年轻人老老实实赚钱买房生孩子，壮实点被薅才是中国梦[爱你],48,52,wb
882,102,alrightOKalright,福建福州,140.243.231.194,2018-08-08 12:43:16,我是刚来的，请问是直接笑吗[嘻嘻],2,2,wb
883,102,不要闷闷和沉沉的大伦,广东深圳,117.136.39.211,2018-08-08 12:43:15,是是是，忍着通货膨胀把钱存银行当个接盘韭菜最好了。,0,0,wb
884,102,carbon_1206,湖南,117.136.88.71,2018-08-08 12:43:11,这个新闻很迷，我点开看了下。,0,0,wb
885,102,-FakeLEE,安徽阜阳,112.31.136.215,2018-08-08 12:43:06,不是稳中向好吗？咋又走向危机了？[疑问][疑问],2,2,wb
886,102,道系骂人冠军,山东济宁,39.68.219.27,2018-08-08 12:42:59,……,0,0,wb
887,102,梦郎57435,广东佛山,112.96.179.164,2018-08-08 12:42:49,我见过如此厚颜无耻之人,0,0,wb
888,102,戴戴的叨叨,北京,61.51.152.198,2018-08-08 12:42:48,师姐不买一杯吗[doge],0,0,wb
889,102,镁铝锂氮磷,北京,117.136.0.246,2018-08-08 12:42:19,真的有病,0,0,wb
890,103,一个好看的名字,辽宁,223.104.177.114,2018-08-08 12:42:17,没有长成韭菜的样子,0,0,wb
891,103,阿盏布知道,河南郑州,1.194.17.238,2018-08-08 12:41:53,呵呵好大一口锅[拜拜],0,0,wb
892,103,居安夫人--,湖北荆门,117.152.128.127,2018-08-08 12:41:48,你想要我买的，我买不起，我看都不敢看[作揖],0,0,wb
893,103,G_妮娜,内蒙古包头,116.114.161.68,2018-08-08 12:41:33,我不是年轻人,0,0,wb
894,103,Jason-上官燕,山东济南,123.232.70.122,2018-08-08 12:41:32,可笑！最大的借贷，还不是因为房子？？？,6,6,wb
895,103,新二大大大,上海,101.90.124.84,2018-08-08 12:41:28,无力偿还的庞大债务？房子吗？我不背啊[doge]随便你怎么涨,0,0,wb
896,103,desconsuelos,上海,101.90.125.118,2018-08-08 12:41:25,没有这些 谁给你带动消费啊 说这话不怕风大挂了舌头 呕,1,1,wb
897,103,我自闭了你随意,山东济南,112.224.20.131,2018-08-08 12:41:25,呵呵了,0,0,wb
898,103,等黑贞德回家的Jko,上海,223.166.250.155,2018-08-08 12:41:21,小编收了多少钱啊,0,0,pc
899,103,joye猫,广东广州,58.62.239.254,2018-08-08 12:41:04,年轻人何德何能背得起这高房价高消费低福利的锅呀[挖鼻]@十一月小疯子,1,1,wb
900,104,WU-S-HAO,四川成都,139.207.124.160,2018-08-08 12:40:58,意思是买房就对了[doge]别买星巴克和手机，贵,0,0,wb
901,104,天光云影独徘徊,北京,111.201.214.69,2018-08-08 12:40:55,这个标题有点标题党了呀。居心叵测！这个锅我不背，m天天叫那么多税，还让我背锅！,0,0,pc
902,104,什么id可用,北京,61.148.245.156,2018-08-08 12:40:49,点进原文，您在说什么[费解]更加不懂了。用家庭高信贷论证年轻人的信贷带领国家走向危机，这个逻辑[费解]家庭信贷里包含多大比例的房贷您心里没点x数吗[费解],2,2,wb
903,104,双松紫,湖北黄冈,171.41.7.0,2018-08-08 12:40:44,@成为山贼王 看看底下评论,0,0,wb
904,104,由了个美,广东深圳,113.116.143.60,2018-08-08 12:40:31,没想到你也只看标题的[费解]俄罗斯媒体的文章,0,0,wb
905,104,fhshbdvjsjnnshchghsvdhdh,陕西宝鸡,117.23.112.72,2018-08-08 12:39:29,买不起房子还不让吃点好的了？,2,2,wb
906,104,穷爷,北京海淀,223.21.191.9,2018-08-08 12:39:23,你多会er也变得正公知了捏,0,0,wb
907,104,mihanshu-,福建宁德,120.35.144.221,2018-08-08 12:39:12,瞎七八乱栽能成这样都是感天动地了叭[喵喵],0,0,wb
908,104,卷毛壹九,安徽滁州,36.62.194.70,2018-08-08 12:39:11,睡不着觉怪床歪,0,0,wb
909,104,hyotographer_,福建福州,58.22.113.177,2018-08-08 12:38:58,笑死了[微笑],0,0,wb
910,105,慕尘与寂静之地,澳大利亚,120.21.63.170,2018-08-08 12:38:57,报道内容不评论，但你点进去会发现这是俄罗斯媒体写的……[二哈],0,0,wb
911,105,布尔什维克的革命,江苏南京,58.213.123.126,2018-08-08 12:38:50,现在怪年轻人了？存款利息和房价的涨幅相比就是一堆废纸，不消费干嘛？再说你那个高房价不借贷普通屁民谁能承受得起？,1,1,wb
912,105,Hikarifrehara,陕西西安,36.43.207.120,2018-08-08 12:38:50,本文作者脑子坏了?[费解][费解][费解],0,0,wb
913,105,9726用户,湖北武汉,223.104.20.229,2018-08-08 12:38:43,年轻人不买房，家里帮忙买房呀,0,0,wb
914,105,丁喜乐XL,河南开封,61.158.146.193,2018-08-08 12:38:37,钱蚂蚁花呗的人都可耻,0,0,wb
915,105,丁喜乐XL,河南开封,61.158.146.193,2018-08-08 12:38:36,欠蚂蚁花呗的人都可耻,0,0,wb
916,105,斓郁薰Y,重庆,125.80.151.99,2018-08-08 12:38:09,内需不足和消费降级可都是房贷的锅,0,0,wb
917,105,寒剑君子意,北京,221.223.42.243,2018-08-08 12:37:39,咋啦，这套房子也是贷款买来的，不让借钱怎么活？？,2,2,wb
918,105,每天吸猫很多次,重庆,125.81.161.46,2018-08-08 12:37:35,喝过就走 哈哈哈哈哈,0,0,wb
919,105,残酷宠物,福建,220.249.162.81,2018-08-08 12:37:28,北京要是1万房价人口不得破亿[允悲],0,0,wb
920,106,泛用自走人型对正常人用决战兵器,陕西西安,113.140.248.10,2018-08-08 12:37:14,右边赔得厉害,0,0,wb
921,106,shyo3o,广东,223.104.63.195,2018-08-08 12:36:53,其实看了全文感觉是想说 对于高利率贷款要持谨慎态度 要学会评估风险 这个摘要写的跟原文主要想表达的意思不太一样。。。。,6,6,wb
922,106,一个在当地比较英俊的男孩子,福建莆田,110.124.180.25,2018-08-08 12:36:51,等下去喝杯冷萃,0,0,wb
923,106,kapamon,广东佛山,113.70.101.246,2018-08-08 12:36:43,到处怪,0,0,wb
924,106,洋葱头7061_904,辽宁营口,112.42.196.250,2018-08-08 12:36:15,屌丝三大忌：赌博、创业、投资。赌博赢的是庄家，屌丝创业只在社会变革时期有可能成功，投资多半被骗。,1,1,wb
925,106,白商陆的医馆,四川,223.104.217.25,2018-08-08 12:36:02,[汗]标题误导 看文章,0,0,wb
926,106,我吃龙虾你剥壳吗,江苏扬州,180.119.154.87,2018-08-08 12:35:49,呵呵 国家怪我们不努力了 我能怎么办,0,0,wb
927,106,Der_Jasager,陕西西安,124.89.33.135,2018-08-08 12:35:45,文章还能写得再无耻点不？,0,0,wb
928,106,末灵丶,内蒙古呼和浩特,1.30.177.255,2018-08-08 12:35:14,？怎么带领啊，怎么锅都要我们背？？,0,0,wb
929,106,饥饿艺术家66,河南郑州,223.104.19.99,2018-08-08 12:35:03,要毙也该毙胡说八道的小编吧？关我这样积极揭发的进步群众什么事？,0,0,wb
930,107,我与鱼儿,山东枣庄,112.248.60.31,2018-08-08 12:34:52,[二哈][二哈][二哈]这锅你背不背。,0,0,wb
931,107,横行仔RATM,天津,111.163.237.170,2018-08-08 12:33:02,哈哈,0,0,wb
932,107,投湖少女,福建漳州,120.34.174.194,2018-08-08 12:32:30,把结果当根源，表象作本质[摊手],2,2,wb
933,107,阔爱的居老司,四川成都,117.176.205.54,2018-08-08 12:32:17,批歪怪尿桶,0,0,wb
934,107,Monitor_Xu,上海,101.90.125.246,2018-08-08 12:32:16,导致庞大债务的魁首不是结婚生孩子么？,2,2,wb
935,107,以太乙醚,江西南昌,182.110.8.89,2018-08-08 12:32:10,人在家中躺 锅从天上来,0,0,wb
936,107,基洛夫轰炸你,广西南宁,110.212.254.10,2018-08-08 12:32:08,概括一下：年轻人也要存钱买房，别乱花,1,1,wb
937,107,吃葡萄不吐猪骨头,河南驻马店,42.225.20.29,2018-08-08 12:31:55,高瞻远瞩[二哈],0,0,wb
938,107,少吃多运动啊喂,浙江杭州,121.0.29.194,2018-08-08 12:31:50,这小编估计是个傻子,0,0,wb
939,107,一心想减肥又忍不住吃鸡排的胖纸,上海,223.104.212.197,2018-08-08 12:31:34,亲身实践,0,0,wb
940,108,屁桃君Pitao,天津,117.136.55.97,2018-08-08 12:31:32,也有好多中年人因为p2p被套全部身家的……怎么就不找找这些问题的根源在哪,1,1,wb
941,108,ArtificialH,大韩民国,165.246.156.152,2018-08-08 12:31:27,这明明的俄罗斯媒体的瞎编进口到了新浪。。,0,0,wb
942,108,啦啦啦寶山,浙江金华,125.112.93.117,2018-08-08 12:31:18,年轻人应该都上交，买什么衣服，手机，缝缝修修不是还能用吗？[攤手],5,5,wb
943,108,不想画图的王叔叔,江苏南京,122.192.15.145,2018-08-08 12:31:14,90后又有新锅了？,1,1,wb
944,108,Isabella从余,山东,117.136.77.121,2018-08-08 12:31:12,想要新手机大牌衣服天天星巴克嘛？！！你只要不买房就可以做到啦！！！！！！！,103,109,wb
945,108,Daisyzhang1234,贵州,223.104.24.73,2018-08-08 12:31:11,我爸爸不是年轻人，不也在借贷？我身边的叔叔阿姨没有不借贷的[微笑],1,1,wb
946,108,小城道鹿,广东汕头,117.136.40.153,2018-08-08 12:31:11,噗╮(￣▽￣)╭佛系少女,0,0,wb
947,108,爱蓝天爱自己Heart,吉林,139.214.251.23,2018-08-08 12:30:37,谁写这种文章出来就是蛊惑人心，祸患社会，小心哪天遭报应，给自己的家里人积点德吧啊,3,5,wb
948,108,一个妙得出奇的昵称,四川成都,117.136.64.89,2018-08-08 12:30:19,？,1,1,wb
